"","sub","group","values"
"300",1,0,116.935173674762
"301",1,1,84.084202032131
"302",1,1,122.589674786005
"303",1,1,119.070561324397
"304",1,1,88.6008310864478
"305",1,1,136.245416562956
"306",1,1,76.4477136384342
"307",1,1,93.3230132345389
"308",1,1,92.9016092657103
"309",1,1,108.903370154464
"310",1,1,99.1529573106537
"311",1,1,96.3072023337292
"312",1,1,97.6241719795042
"313",1,1,89.0544549963743
"314",1,1,112.156012959013
"315",1,1,91.9617957816041
"316",1,1,130.678155423691
"317",1,1,88.2981734120473
"318",1,1,100.674017976944
"319",1,1,93.2302945230956
"320",1,1,99.9257615002505
"321",1,1,148.047464298721
"322",1,1,105.604525698467
"323",1,1,132.095113048813
"324",1,1,108.313853153809
"325",1,1,94.4426167189967
"326",1,1,110.205808503176
"327",1,1,97.1543018969535
"328",1,1,116.581295504213
"329",1,1,86.0860974459389
"330",1,1,87.2341112216417
"331",1,1,126.83231458117
"332",1,1,101.426264626381
"333",1,1,124.054800793237
"334",1,1,103.723074601386
"335",1,1,122.35996895013
"336",1,1,115.003788371591
"337",1,1,76.5370805896726
"338",1,1,103.824397803983
"339",1,1,103.605957698007
"340",1,1,121.016019905675
"341",1,1,120.03789405489
"342",1,1,106.28576288475
"343",1,1,116.097072617409
"344",1,1,127.43083158774
"345",1,1,109.090358079932
"346",1,1,97.9906899841248
"347",1,1,87.1465600819394
"348",1,1,102.276311197071
"349",1,1,88.1332581512479
"350",1,1,111.716162101926
"351",1,1,104.836675602467
"352",1,1,116.616896556265
"353",1,1,81.2988104445532
"354",1,1,106.272468501177
"355",1,1,100.891808277181
"356",1,1,135.46163150592
"357",1,1,133.457443085299
"358",1,1,120.916398902155
"359",1,1,121.610043449921
"360",1,1,131.279615849928
"361",1,1,75.83522558264
"362",1,1,124.479171529324
"363",1,1,115.678301668188
"364",1,1,110.477975602156
"365",1,1,97.8578637163225
"366",1,1,101.486126757336
"367",1,1,97.058340119485
"368",1,1,108.060346026845
"369",1,1,104.487302077963
"370",1,1,110.974399966696
"371",1,1,106.996549521812
"372",1,1,121.054433498722
"373",1,1,118.364497205294
"374",1,1,81.4957287190291
"375",1,1,117.166704143367
"376",1,1,126.889952844851
"377",1,1,112.203449355777
"378",1,1,105.514834319534
"379",1,1,110.266746728608
"380",1,1,136.938160411514
"381",1,1,86.6132245356601
"382",1,1,94.457356874414
"383",1,1,104.974023125622
"384",1,1,99.9480691321242
"385",1,1,104.145709804779
"386",1,1,98.1721763427399
"387",1,1,100.527134309403
"388",1,1,130.469695083789
"389",1,1,125.720460105987
"390",1,1,78.2615030035362
"391",1,1,108.2206454662
"392",1,1,109.01821352431
"393",1,1,101.804534124872
"394",1,1,107.00950929684
"395",1,1,98.2597493588757
"396",1,1,114.089958485345
"397",1,1,94.517578076802
"398",1,1,108.534961912413
"399",1,1,104.114877476617
"400",1,1,98.5496313000217
"401",1,1,123.546514537934
"402",1,1,109.699408940591
"403",1,1,87.3137234839488
"404",1,1,114.258736349337
"405",1,1,NA
"406",1,1,110.665757182837
"407",1,1,117.696595328145
"408",1,1,94.2420327785493
"409",1,1,61.4642778555978
"410",1,1,115.62999922985
"411",1,1,116.738811768868
"412",1,1,109.92856019569
"413",1,1,121.785977447629
"414",1,1,101.36592110131
"415",1,1,127.251755079429
"416",1,1,106.682769120398
"417",1,1,86.4429169558097
"418",1,1,95.2271431248137
"419",1,1,104.942740117156
"420",1,1,143.250996364823
"421",1,1,110.96624223533
"422",1,1,86.5913625142636
"423",1,1,102.735478585183
"424",1,1,111.162742990677
"425",1,1,101.131805485961
"426",1,1,89.7864658007283
"427",1,1,94.067250999331
"428",1,1,92.7382430456067
"429",1,1,90.5363164305604
"430",1,1,102.312052923674
"431",1,1,114.109342172196
"432",1,1,127.235897864141
"433",1,1,113.248813824978
"434",1,1,83.6601053550929
"435",1,1,NA
"436",1,1,113.629465754715
"437",1,1,115.182432508464
"438",1,1,128.340548921564
"439",1,1,133.038013536043
"440",1,1,124.163835330743
"441",1,1,144.568881627415
"442",1,1,100.028944890833
"443",1,1,116.898173052282
"444",1,1,90.5326447252022
"445",1,1,128.256169911912
"446",1,1,90.5927270641562
"447",1,1,97.0802628055962
"448",1,1,98.2346258809986
"449",1,1,127.524249248228
"450",1,1,88.6979419876342
"451",1,1,123.803781437085
"452",1,1,123.619309359831
"453",1,1,71.9402706395673
"454",1,1,108.085911372723
"455",1,1,120.800000488396
"456",1,1,96.9635489275361
"457",1,1,104.712721275074
"458",1,1,94.1875358042513
"459",1,1,116.120597367012
"460",1,1,84.7129221198757
"461",1,1,107.944421806402
"462",1,1,86.9426684274441
"463",1,1,109.43233436395
"464",1,1,96.2133488832397
"465",1,1,124.645887011963
"466",1,1,126.324169340407
"467",1,1,74.6425614602889
"468",1,1,122.815439381226
"469",1,1,132.50453939981
"470",1,1,110.193868768075
"471",1,1,116.394689638553
"472",1,1,81.3459970695173
"473",1,1,84.8011361274501
"474",1,1,121.291430449815
"475",1,1,95.6937249283493
"476",1,1,96.1653010456008
"477",1,1,129.289976873408
"478",1,1,132.32499799899
"479",1,1,94.1182216652686
"480",1,1,100.123048642957
"481",1,1,105.14971156284
"482",1,1,112.279249219326
"483",1,1,114.201466352463
"484",1,1,94.1190747637047
"485",1,1,93.1898449937344
"486",1,1,108.18875649429
"487",1,1,76.9497922138354
"488",1,1,106.890175529392
"489",1,1,87.3841181529691
"490",1,1,89.2260162952113
"491",1,1,127.301966989598
"492",1,1,101.635695490643
"493",1,1,114.291422952667
"494",1,1,110.830163729861
"495",1,1,105.414630142875
"496",1,1,103.825536637256
"497",1,1,92.0079740453671
"498",1,1,96.5127307752885
"499",1,1,98.7200062282305
"500",1,1,67.8811520996508
"501",1,1,119.033608412309
"502",1,1,110.683012937318
"503",1,1,77.154930958768
"504",1,1,113.647004118067
"505",1,1,103.856753262046
"506",1,1,99.2435888689837
"507",1,1,119.190074145972
"508",1,1,91.5286473027704
"509",1,1,93.6101141025686
"510",1,1,105.644350197294
"511",1,1,115.175647478641
"512",1,1,105.156673407851
"513",1,1,93.2868573342178
"514",1,1,119.646718961359
"515",1,1,115.369851811444
"516",1,1,107.555108175253
"517",1,1,88.2377471879777
"518",1,1,97.3454549839562
"519",1,1,110.906528209285
"520",1,1,90.6149979365987
"521",1,1,91.0604168541965
"522",1,1,130.117112898428
"523",1,1,93.4977575818782
"524",1,1,131.273042680222
"525",1,1,93.5323690032434
"526",1,1,120.860398603075
"527",1,1,105.99344278871
"528",1,1,99.7038508087567
"529",1,1,131.824087023727
"530",1,1,85.1299201429054
"531",1,1,98.8996797253765
"532",1,1,83.4088960567789
"533",1,1,94.3733231376719
"534",1,1,121.706098045252
"535",1,1,88.7780075535752
"536",1,1,97.573195414667
"537",1,1,105.853968153478
"538",1,1,108.713217588599
"539",1,1,130.074217829799
"540",1,1,102.520127958329
"541",1,1,111.918354520159
"542",1,1,90.8906758998728
"543",1,1,107.253313440084
"544",1,1,94.0146811768925
"545",1,1,116.01736844302
"546",1,1,92.4107123296787
"547",1,1,98.1238346757607
"548",1,1,98.5224038292311
"549",1,1,120.280584433189
"550",1,1,85.4523630947039
"551",1,1,115.211064718051
"552",1,1,98.6050404075471
"553",1,1,96.0022373204197
"554",1,1,101.960573180799
"555",1,1,104.400495164435
"556",1,1,130.349067747785
"557",1,1,110.144076927771
"558",1,1,87.9394300923424
"559",1,1,92.1972647690377
"560",1,1,117.979445046561
"561",1,1,136.980944129135
"562",1,1,115.668775997751
"563",1,1,116.458496257996
"564",1,1,102.710731292144
"565",1,1,83.6603336527078
"566",1,1,126.51423857171
"567",1,1,114.645396415006
"568",1,1,98.1392231017173
"569",1,1,93.1175601902797
"570",1,1,92.5840193539216
"571",1,1,85.1793554043998
"572",1,1,104.035013455761
"573",1,1,92.6984046795198
"574",1,1,93.0473466623669
"575",1,1,111.858050234468
"576",1,1,95.889124873681
"577",1,1,117.054476218774
"578",1,1,82.1847837456447
"579",1,1,117.659946877428
"580",1,1,115.98114518561
"581",1,1,104.540203046296
"582",1,1,115.206933071319
"583",1,1,111.028568199143
"584",1,1,98.4661708147174
"585",1,1,105.236445422697
"586",1,1,83.0156823155231
"587",1,1,116.563367548875
"588",1,1,93.8374810092348
"589",1,1,103.752592388227
"590",1,1,120.698408840029
"591",1,1,119.341796240362
"592",1,1,127.597681242418
"593",1,1,115.355829803852
"594",1,1,112.197278418062
"595",1,1,128.625659742311
"596",1,1,128.150857061702
"597",1,1,121.265148584899
"598",1,1,126.022983116064
"599",1,1,124.686821306341
"600",1,1,126.504854593787
