StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,timing_info_consent_First Click,timing_info_consent_Last Click,timing_info_consent_Page Submit,timing_info_consent_Click Count,CONSENT,prolific ID,prolif_check,vax_att_1,vax_att_2,vax_att_3,vax_att_4,vax_att_5,att_check_1,vax_yet,vax_futureY,vax_futureN,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_control_1_First Click,timing_control_1_Last Click,timing_control_1_Page Submit,timing_control_1_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timing_control2_First Click,timing_control2_Last Click,timing_control2_Page Submit,timing_control2_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timing_control3_First Click,timing_control3_Last Click,timing_control3_Page Submit,timing_control3_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,Q1,timing_choice1_First Click,timing_choice1_Last Click,timing_choice1_Page Submit,timing_choice1_Click Count,Q2,timing_choice2_First Click,timing_choice2_Last Click,timing_choice2_Page Submit,timing_choice2_Click Count,Q3,timing_choice3_First Click,timing_choice3_Last Click,timing_choice3_Page Submit,timing_choice3_Click Count,Q4,timing_choice4_First Click,timing_choice4_Last Click,timing_choice4_Page Submit,timing_choice4_Click Count,post_vax_att_1,post_vax_att_2,post_vax_att_3,post_vax_att_4,post_vax_att_5,att_check_2,vax_future_2,experience_1,experience_2,experience_3,experience_4,information_1,information_2,information_3,information_4,ITT_1_A,ITT_2_A,ITT_3_A,timing_ITT_A_First Click,timing_ITT_A_Last Click,timing_ITT_A_Page Submit,timing_ITT_A_Click Count,ITT_1_F,ITT_2_F,ITT_3_F,timing_ITT_F_First Click,timing_ITT_F_Last Click,timing_ITT_F_Page Submit,timing_ITT_F_Click Count,discuss_1,read_1,age,gender,gender_4_TEXT,edu,take_part_again,anything_else,friend,PROLIFIC_PID,condition,clicked_t,clicked_f,FL_3_DO,Block1_Cntrl_DO,Block2_Cntrl_DO,Block3_Cntrl_DO,Block4_Cntrl_DO
24/05/2021,24/05/2021,IP Address,100,955,TRUE,24/05/2021 09:25,R_33DQNtUyWkYr4Or,anonymous,EN,15.117,15.117,16.181,1,YES,NA,Against (I feel negatively about the vaccines),Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Have the vaccines been rushed?,49.625,49.625,49.918,1,"Could the virus mutate, reducing the effectiveness of the vaccine?",0,0,43.544,0,"Will the vaccine be effective long term, or can immunity go away?",0,0,46.45,0,Is herd immunity possible without vaccination?,0,0,26.014,0,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat agree,No,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Somewhat Disagree,Disagree,They do not feel they need a vaccine as they are healthy,They feel COVID is a myth,They do not trust the vaccination system,4.041,45.881,96.631,4,They want to be safe and live life normally again,They want to protect their loved ones ,Want to go on holiday,2.683,79.819,80.671,16,Most months,Most months,22,Female,-99,"Undergraduate degree (BSc, BA)",Very likely,-99,Yes,NA,choice,1,0,FL_14,,,,
24/05/2021,24/05/2021,Survey Preview,100,28,TRUE,24/05/2021 16:01,R_2YWyWISjQDHWJjm,preview,EN,2.987,2.987,3.857,1,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,82,TRUE,24/05/2021 16:45,R_roncp7pHAs7knSN,anonymous,EN,5.828,38.735,40.464,21,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,881,TRUE,24/05/2021 16:47,R_26b7QOwgSTJu2OE,anonymous,EN,1.157,32.109,33.393,34,YES,NA,Neutral (I don't have strong opinions either way),Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat disagree,No,,Undecided,,,,,,,,,,,,,2.14,173.686,174.106,43,,,,,,,,,,,,,,,,,2.915,53.593,54.276,27,,,,,,,,,,,,,,,,,2.025,96.961,98.064,31,,,,,,,,,,,,,,,,,2.104,71.539,72.384,18,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat agree,Undecided,Somewhat Disagree,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Disagree,Previous allergic reaction to vaccines,Untrusting of the companies producing the vaccines,There hasn't been enough time to guarantee such a high level of safety,29.701,124.151,124.684,12,Build up an immune response,At risk of the virus,Working in healthcare or public sector,4.5,28.555,44.674,12,Rarely,A few times a year,22,Female,-99,A levels,Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|4.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl
24/05/2021,24/05/2021,IP Address,100,562,TRUE,24/05/2021 16:49,R_3p0ayyhoJJEmXEa,anonymous,EN,3.235,9.033,9.718,5,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat disagree,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,4.431,27.963,28.786,20,Are vaccines dangerous in general?,3.987,25.897,26.859,14,Aren't other treatments preferable to vaccines?,6.395,21.857,22.501,12,Is herd immunity possible without vaccination?,5.443,25.827,26.532,12,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,Somewhat agree,Yes,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,It's dangerous. Some people feel that the vaccine is rushed.,I've heard people saying it's an engineered tool to achieve mass control ,"Covid 19 doesn't exist, some people believe that it's all a hoax.",7.662,82.911,83.42,15,It's the right thing to do to protect everyone.,"If it is a mass weapon, who would the government's prefer to survive. Those who are compliant or those who aren't ",To prevent themselves from being infected and becoming unwell ,5.177,81.932,82.3,9,Most months,Most weeks,38,Female,-99,"Undergraduate degree (BSc, BA)",Very likely,"Thoroughly enjoyed this questionnaire even if it is a little biased to pro vaccination. We shouldn't poo-poo differing opinions, or set out to prove them wrong,  but rather seek to understand why and answer objectively.",Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,389,TRUE,24/05/2021 16:59,R_OBRmLRQgO701pD3,anonymous,EN,29.186,29.186,30.736,1,YES,NA,Against (I feel negatively about the vaccines),Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat disagree,No,,Undecided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines effective?,0,0,9.657,0,Do we know enough about Covid-19 to develop a vaccine?,0,0,8.826,0,"Will the vaccine be effective long term, or can immunity go away?",0,0,11.663,0,Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?,0,0,1.9,0,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat agree,Undecided,Somewhat Agree,Neither Agree nor Disagree,Disagree,Somewhat Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,There has not been enough time to test the vaccine. ,It has not been tested on enough people/animal models. ,There are too many options for vaccines and not sure which one is the best/most appropriate. ,9.285,33.811,50.796,3,To stop rises in COVID19 Cases and work towards lifting lockdown.,I don't want to give COVID19 to anyone. ,I don't want to get ill. ,5.352,36.143,43.283,4,Most months,Most months,22,Female,-99,"Undergraduate degree (BSc, BA)",Somewhat likely,-99,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,347,TRUE,24/05/2021 17:02,R_3dZ0K9GqVUwSNiZ,anonymous,EN,33.172,33.172,35.342,1,YES,NA,Against (I feel negatively about the vaccines),Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,0,0,13.036,0,,,,,,,,,,,,,,,,,0,0,11.437,0,,,,,,,,,,,,,,,,,10.468,10.468,18.045,1,,,,,,,,,,,,,,,,,0,0,5.915,0,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Somewhat agree,No,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Neither Agree nor Disagree,It's not tested enough,It can cause side effects,I've already been exposed to COVID and have immunity,10.437,25.736,39.53,3,I'm pleased to be getting the vaccine,I won't be able to get COVID in the future,I will be helping my country eradicate COVID,7.57,29.204,41.119,3,Most days,Most weeks,41,Female,-99,"Undergraduate degree (BSc, BA)",Very unlikely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|2.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|2.4cntrl
24/05/2021,24/05/2021,IP Address,100,545,TRUE,24/05/2021 17:06,R_1MJr76lX5d4duRH,anonymous,EN,8.996,8.996,9.978,1,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat disagree,No,,Undecided,,,,,,,,,,,,,0,0,100.91,0,,,,,,,,,,,,,,,,,42.366,42.366,60.509,1,,,,,,,,,,,,,,,,,0,0,49.176,0,,,,,,,,,,,,,,,,,0,0,44.862,0,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat agree,Undecided,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,it is not yet 100% accurate.,it has too many risk for them according to their own circumstances,their immune system will fight it.,14.492,68.737,82.808,7,it has less risk for them,it helps them to take to protect their love ones.,a necessity for work.,5.039,51.236,52.034,4,Never,Never,28,Male,-99,"Undergraduate degree (BSc, BA)",Very likely,na/ thank you,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|2.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|2.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl
24/05/2021,24/05/2021,IP Address,100,116,TRUE,24/05/2021 17:07,R_OHWgtdi2dgNsBe9,anonymous,EN,5.193,46.441,47.414,20,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,418,TRUE,24/05/2021 17:09,R_3qjxV5fzu2r7c2h,anonymous,EN,16.32,16.32,17.333,1,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat disagree,No,,Undecided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,0,0,32.045,0,Is Covid-19 dangerous for someone young like me?,0,0,13.898,0,Are there serious side effects to the vaccine?,0,0,22.784,0,How is the Covid-19 vaccine different to other vaccines?,0,0,21.721,0,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly agree,Undecided,Agree,Somewhat Agree,Neither Agree nor Disagree,Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,They think it has not been tested enough,Ask the side effects,If it is worth getting,10.669,69.857,74.014,7,There has been enough testing,It can stop you getting Covid-19,It has little side effects,7.041,26.47,37.143,4,Most weeks,Most weeks,21,Female,-99,"Undergraduate degree (BSc, BA)",Neither likely or unlikely,-99,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,26,TRUE,24/05/2021 17:10,R_2Yt9jCRs3haxkZi,anonymous,EN,3.314,8.006,8.683,6,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,34,TRUE,24/05/2021 17:11,R_Bx3ahhNDPhU0OBj,anonymous,EN,3.611,12.71,13.469,4,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,392,TRUE,24/05/2021 17:12,R_3L6EY2JOZPeK1y2,anonymous,EN,5.611,15.978,16.893,5,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat disagree,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,5.627,14.527,15.664,2,"Could the virus mutate, reducing the effectiveness of the vaccine?",1.286,1.286,6.305,1,"Will the vaccine be effective long term, or can immunity go away?",9.341,15.741,18.894,2,What is a messenger RNA vaccine?,4.553,10.696,13.381,3,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat agree,Yes,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Disagree,The vaccine contains a microchip,They don‰Ûªt see why we need a vaccine when it‰Ûªs doesn‰Ûªt stop Covid ,Not sure what the long term effects are,5.594,49.415,59.475,5,They want to get back to normal,They want to be able to travel ,They want to lessen symptoms ,5.869,22.482,33.108,3,Rarely,Rarely,40,Female,-99,"GCSEs,Vocational Training / Apprenticeship",Very likely,-99,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,386,TRUE,24/05/2021 17:18,R_1HjKG7mmBVovzG9,anonymous,EN,15.585,15.585,28.571,1,YES,NA,Neutral (I don't have strong opinions either way),Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Disagree,Agree,Somewhat disagree,Yes,Yes,,,,,,,,,,,,,,0,0,20.609,0,,,,,,,,,,,,,,,,,0,0,7.206,0,,,,,,,,,,,,,,,,,0,0,14.41,0,,,,,,,,,,,,,,,,,0,0,26.66,0,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Agree,Somewhat agree,Yes,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Vaccines made too quickly,Its all about money for the pharmaceutical companies,Other vaccines take years yet these were given the ok really quickly,9.315,65.248,79.221,4,"It can save lives...theirs, their family and friends",Can protect the vulnerable,It will help people in the future,3.89,50.258,63.736,4,Most months,Most weeks,59,Male,-99,Vocational Training / Apprenticeship,Very likely,Most inforrmative,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|2.4cntrl
24/05/2021,24/05/2021,IP Address,100,318,TRUE,24/05/2021 17:19,R_2c7Wvb1e5AspLzf,anonymous,EN,150.225,150.225,151.194,1,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,415,TRUE,24/05/2021 17:19,R_3JLhtDdJ4jVQAc2,anonymous,EN,20.372,24.929,25.76,4,YES,NA,Against (I feel negatively about the vaccines),Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,2.105,6.202,7.115,5,Are vaccines dangerous in general?,0.883,3.538,3.56,2,Are there serious side effects to the vaccine?,0.955,0.955,3.532,1,How is the Covid-19 vaccine different to other vaccines?,0.658,1.476,2.465,2,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat agree,No,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,The producers are dodgy companies,"The media is lying and only shows so much, the deaths relating to the vaccines aren‰Ûªt broadcasted","There‰Ûªs proof they‰Ûªre not safe, just do your own research instead of believing mainstream media",8.93,75.706,76.566,6,Protect their family ,They feel pressured by others around them ,To be ‰Û÷allowed‰Ûª to live our lives,7.904,51.175,51.545,9,Rarely,Most weeks,21,Female,-99,A levels,Very likely,Hopefully the results are taken into consideration by the relevant parties,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,42,TRUE,24/05/2021 17:21,R_z5Q6dUWusID7o5z,anonymous,EN,0.743,10.856,12.032,6,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,1025,TRUE,24/05/2021 17:23,R_1daleOr8nKuDnk0,anonymous,EN,4.531,4.531,5.539,1,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat disagree,No,,Undecided,,,,,,,,,,,,,0,0,56.773,0,,,,,,,,,,,,,,,,,0,0,19.618,0,,,,,,,,,,,,,,,,,0,0,38.31,0,,,,,,,,,,,,,,,,,0,0,14.639,0,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat disagree,Undecided,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,"CRAZY theory changing of DNA, mind control, injecting animal DNA ext  ","its not safe long run we going to die earlier, injecting another strain to worsen our condition, effecting our of springs ext   ",simple don't trust the government. ,24.084,380.335,389.2,15,it will protect you from Covid -19 you will be immune to the Covid-19,likely to go aboard on holiday ,once you have the jab you can visit family & friends with out any worries with passing on Covid-19   ,7.905,281.822,292.372,27,Rarely,Rarely,32,Male,-99,GCSEs,Very unlikely,-99,No,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl
24/05/2021,24/05/2021,IP Address,100,63,TRUE,24/05/2021 17:23,R_tXULLxm7UwaOlHz,anonymous,EN,18.601,18.601,19.912,1,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,587,TRUE,24/05/2021 17:24,R_RPOCHyVOXiuUd6F,anonymous,EN,6.853,7.974,9.185,2,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat disagree,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,1.676,1.676,71.488,1,"Could the virus mutate, reducing the effectiveness of the vaccine?",0,0,63.7,0,"Will the vaccine be effective long term, or can immunity go away?",0,0,38.388,0,What is a messenger RNA vaccine?,2.442,2.442,63.388,1,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Somewhat agree,Yes,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Covid is a hoax - it's just a way for the government to control the population,Vaccines have been developed far too quickly and there are too unknown side effects,Covid isn't as bad for someone as young as me - I don't need a vaccine,8.66,54.34,77.388,4,I have a loved one at home I want to protect from Covid,I want to get back to a normal kind of life,Covid is way worse than any vaccine,4.371,28.562,41.664,4,Most weeks,Most days,36,Female,-99,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",Very likely,Thank you - very informative and interesting!,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,518,TRUE,24/05/2021 17:25,R_24r6cxE8e1ZU6hd,anonymous,EN,6.761,17.183,17.864,16,YES,NA,Neutral (I don't have strong opinions either way),Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines effective?,2.551,34.618,34.97,25,"Could the virus mutate, reducing the effectiveness of the vaccine?",2.928,45.295,45.77,25,Are there serious side effects to the vaccine?,2.399,80.045,80.661,31,Is herd immunity possible without vaccination?,4.115,32.721,33.351,11,Somewhat Disagree,Somewhat Disagree,Disagree,Neither Agree nor Disagree,Disagree,Somewhat agree,No,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,Somewhat Disagree,Disagree,Neither Agree nor Disagree,No health risks to make covid have a serious effect on health ,Not worth it as need a top up vaccine because of mutations ,Developed too quick ,9.975,76.014,85.132,11,Protect people and themselves ,To go on holiday abroad,Because it's recommended ,2.157,29.518,32.103,12,Rarely,Rarely,28,Female,-99,"GCSEs,A levels",Very likely,-99,Yes,NA,choice,0,0,FL_14,,,,
